pathway	pval	padj	log2err	ES	NES	size	leadingEdge
5991311_FCERI_mediated_MAPK_activation	0.362244897959184	0.573717595146167	0.112378519110475	-0.3037607531146	-1.07144234832853	27	17444 20662 18803 16797 224105 14281 54401 16653 16822 18479 26419
5991312_FRS-mediated_FGFR1_signaling	0.473867595818815	0.660519486232075	0.0747385227439092	0.343264137938334	0.978194164321537	17	12534 26417 64654 15461
5991313_FRS-mediated_FGFR2_signaling	0.441901408450704	0.639393149017562	0.0789209638180035	0.359967468175898	1.0096785860614	16	12534 26417 64654 15461
5991314_FRS-mediated_FGFR3_signaling	0.416812609457093	0.614366798018871	0.0817515582532145	0.374125242085611	1.03297581832776	15	12534 26417 64654 15461
5991315_FRS2-mediated_FGFR4_signaling	0.416812609457093	0.614366798018871	0.0817515582532145	0.374125242085611	1.03297581832776	15	12534 26417 64654 15461
5991321_MAP_kinase_activation_in_TLR_cascade	0.470198675496689	0.660519486232075	0.0725351864394589	0.305500203554628	1.00217016726658	31	12534 17164 73086 67603 26399 26417 72349 102626 26409 108960 16179
5991322_MyD88:Mal_cascade_initiated_on_plasma_membrane	0.394021739130435	0.589022293700089	0.11101149245045	-0.251313915494186	-1.03915881416583	48	19094 12912 18035 20112 16150
5991323_Activated_TLR4_signalling	0.0153377306683899	0.0719032813734117	0.380730400722792	-0.366935300107454	-1.58759210466164	60	56489 19094 12912 18035 20112 54131 16150 11796 11797 67245 54123 319520 12370 56480
5991324_Toll_Like_Receptor_4_TLR4_Cascade	0.0137728322006476	0.0652376265877126	0.380730400722792	-0.362767439433428	-1.57587692079933	62	56489 19094 12912 18035 20112 54131 16150 11796 11797 67245 54123 319520 12370 56480 19697 14281 16803 22031 26416
5991325_Toll-Like_Receptors_Cascades	0.0103544923073535	0.0514214617975353	0.380730400722792	-0.371955703233887	-1.66331437535923	72	56489 19094 12912 18035 20112 19141 54131 16150 13040 11796 11797 67245 54123 319520 12370 56480 19697 170743 14281 16803
5991326_Toll_Like_Receptor_TLR1:TLR2_Cascade	0.394021739130435	0.589022293700089	0.11101149245045	-0.251313915494186	-1.03915881416583	48	19094 12912 18035 20112 16150
5991327_Toll_Like_Receptor_2_TLR2_Cascade	0.394021739130435	0.589022293700089	0.11101149245045	-0.251313915494186	-1.03915881416583	48	19094 12912 18035 20112 16150
5991328_Toll_Like_Receptor_TLR6:TLR2_Cascade	0.394021739130435	0.589022293700089	0.11101149245045	-0.251313915494186	-1.03915881416583	48	19094 12912 18035 20112 16150
5991329_TRAF6_Mediated_Induction_of_proinflammatory_cytokines	0.220744680851064	0.418629071128555	0.152144922367565	-0.311068095221171	-1.19414440718665	37	19094 12912 18035 20112 16150
5991330_TRIF-mediated_TLR3_TLR4_signaling_	0.0084311920426765	0.0441132012232895	0.380730400722792	-0.403084335039289	-1.68302916251336	51	56489 19094 12912 18035 20112 54131 16150 11796 11797 54123 319520 12370 56480
5991331_MyD88-independent_TLR3_TLR4_cascade_	0.0084311920426765	0.0441132012232895	0.380730400722792	-0.403084335039289	-1.68302916251336	51	56489 19094 12912 18035 20112 54131 16150 11796 11797 54123 319520 12370 56480
5991332_Toll_Like_Receptor_3_TLR3_Cascade	0.0084311920426765	0.0441132012232895	0.380730400722792	-0.403084335039289	-1.68302916251336	51	56489 19094 12912 18035 20112 54131 16150 11796 11797 54123 319520 12370 56480
5991333_TRAF6_mediated_induction_of_NFkB_and_MAP_kinases_upon_TLR7_8_or_9_activation	0.248648648648649	0.44833264033264	0.143758989039275	-0.2919769110385	-1.15951613346151	43	19094 12912 18035 20112 16150 67245 319520 19697 170743 14281
5991334_MyD88_dependent_cascade_initiated_on_endosome	0.16304347826087	0.338806660499537	0.181383128498408	-0.308868357307458	-1.22829511173276	44	19094 12912 18035 20112 16150 67245 54123 319520 19697 170743 14281
5991335_Toll_Like_Receptor_9_TLR9_Cascade	0.167130919220056	0.345467018243403	0.181383128498408	-0.300803140628964	-1.21837931538745	46	19094 12912 18035 20112 16150 67245 54123 319520 19697 170743 14281
5991336_Toll_Like_Receptor_7_8_TLR7_8_Cascade	0.16304347826087	0.338806660499537	0.181383128498408	-0.308868357307458	-1.22829511173276	44	19094 12912 18035 20112 16150 67245 54123 319520 19697 170743 14281
5991337_MyD88_cascade_initiated_on_plasma_membrane	0.328729281767956	0.542134831460674	0.124434168630393	-0.278625257606744	-1.09251952798346	42	19094 12912 18035 20112 16150
5991338_Toll_Like_Receptor_10_TLR10_Cascade	0.328729281767956	0.542134831460674	0.124434168630393	-0.278625257606744	-1.09251952798346	42	19094 12912 18035 20112 16150
5991339_Toll_Like_Receptor_5_TLR5_Cascade	0.328729281767956	0.542134831460674	0.124434168630393	-0.278625257606744	-1.09251952798346	42	19094 12912 18035 20112 16150
5991341_Signal_transduction_by_L1	0.120840630472855	0.279891736984557	0.16823816568964	0.495926119698269	1.36927325852075	15	16412 16410 26417 18186 22325 19353 13000 13001
5991342_L1CAM_interactions	0.233807266982622	0.43598595321707	0.109684061970549	0.318907157155308	1.17361561165266	49	71653 16412 16410 11658 73086 12661 11773 26417 16571 12934 226519 18186 22325 19353 11465 232910 13000
5991344_Repair_synthesis_of_patch_~27-30_bases_long_by_DNA_polymerase	0.000194790169450874	0.00207540071451295	0.518848077743792	0.748407755653039	2.06638586995323	15	69263 68240 72151 106344 19891 19687 18973 18972 69745 18538 18971 19718
5991345_Formation_of_transcription-coupled_NER_TC-NER_repair_complex	0.933014354066986	0.966632857828382	0.0571258510018113	-0.180418221812525	-0.607194641331298	21	20020 13871 14884 22592 71991 13872
5991346_Transcription-coupled_NER_TC-NER_	0.00612379605744948	0.0345052354775519	0.407017918923954	0.501636686189791	1.73254515213168	37	69263 68240 72151 106344 19891 19687 14885 18973 16881 18972 17420 69745 18538 69833 18971 66671 19718
5991347_Dual_incision_reaction_in_TC-NER	0.933014354066986	0.966632857828382	0.0571258510018113	-0.180418221812525	-0.607194641331298	21	20020 13871 14884 22592 71991 13872
5991348_Gap-filling_DNA_repair_synthesis_and_ligation_in_TC-NER	5.88531162882634e-05	0.000703835227447395	0.557332238758646	0.753033176653084	2.11219496282059	16	69263 68240 72151 106344 19891 19687 18973 16881 18972 69745 18538 18971 19718
5991352_Base_Excision_Repair	0.000673324796988297	0.00555730043711468	0.477270815362862	0.646830777049759	1.99473081156682	24	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 72774 14156 268395 18971 19718
5991355_Repair_synthesis_for_gap-filling_by_DNA_polymerase_in_TC-NER	0.000194790169450874	0.00207540071451295	0.518848077743792	0.748407755653039	2.06638586995323	15	69263 68240 72151 106344 19891 19687 18973 18972 69745 18538 18971 19718
5991357_Translesion_synthesis_by_Y_family_DNA_polymerases_bypasses_lesions_on_DNA_template	0.0022312300348125	0.0157530216915678	0.431707695803346	0.574746401695944	1.84916121229494	29	68026 69263 68240 72151 106344 19891 27015 19687 18972 80905 69745 18538 22230 217365 18971 19718
5991358_DNA_Damage_Bypass	0.000241093653026007	0.00239459119785153	0.518848077743792	0.581422000387421	2.00810645601946	37	68026 69263 76843 68240 72151 58206 106344 19891 27015 19687 18972 80905 69745 18538 58186 13194 22230 217365 18971 19718
5991359_Translesion_Synthesis_by_POLH	0.000429650643953449	0.00387346580548802	0.49849310876659	0.711468403381811	1.9956092565645	16	69263 68240 72151 106344 19891 19687 80905 18538 22230 217365 19718
5991361_Resolution_of_Abasic_Sites_AP_sites_	0.000673324796988297	0.00555730043711468	0.477270815362862	0.646830777049759	1.99473081156682	24	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 72774 14156 268395 18971 19718
5991364_PCNA-Dependent_Long_Patch_Base_Excision_Repair	0.000100395716984372	0.00113138250293926	0.538434096309916	0.742481436754735	2.0825982165506	16	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 14156 18971 19718
5991365_Resolution_of_AP_sites_via_the_multiple-nucleotide_patch_replacement_pathway	0.000409266179992181	0.00376703177996087	0.49849310876659	0.712325386949877	2.02990193149051	17	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 14156 18971 19718
5991370_Calmodulin_induced_events	0.155502392344498	0.32896895997789	0.173747838999571	-0.397416303196429	-1.33749821528179	21	12912 18750 11512 11513
5991373_Post_NMDA_receptor_activation_events	0.235849056603774	0.43598595321707	0.137250779610133	-0.340885282333551	-1.17350732757117	23	12912 20112 100986 109880 13385 104111 20111 18749
5991374_Activation_of_NMDA_receptor_upon_glutamate_binding_and_postsynaptic_events	0.275534441805226	0.483422703287013	0.126253987849115	-0.319295084808959	-1.12333123503146	25	12912 20112 100986 109880 13385 104111 20111 18749
5991375_Neurotransmitter_Receptor_Binding_And_Downstream_Transmission_In_The_Postsynaptic_Cell	0.202416918429003	0.391472984156422	0.170932335370056	-0.263999565069373	-1.16177701592429	67	18751 12912 20112 18750 11512 11513 100986 54393 13383 109880 18195 13385 104111 53310
5991379_Glucagon_signaling_in_metabolic_regulation	0.259515570934256	0.462509865824783	0.108820126769161	0.391551487685685	1.19580455098859	23	14696 14702 14700 19088 66066 14683 19087 19084 14693
5991380_Integration_of_energy_metabolism	0.18167701863354	0.362118139181138	0.12563992130984	0.329528598022681	1.2274567426103	51	17118 20525 14696 11739 14702 14700 14682 107566 19088 223864 66066 21881 14104 14683 19087 16514 19084 14693
5991381_DARPP-32_events	0.367957746478873	0.578078389910509	0.088894528862045	0.388683651880926	1.09022507518526	16	19055 19088 19057 12315 19087 19084 12314 12313 19085 12568
5991382_Vasopressin_regulates_renal_water_homeostasis_via_Aquaporins	0.854838709677419	0.915786990623341	0.059476028695732	-0.226199289253467	-0.702202276687467	16	11512 11513 104111 11828 18749
5991383_Aquaporin-mediated_transport	0.683760683760684	0.835583750436503	0.0559428593065705	0.281176106232729	0.833918323610349	20	64008 19088 53869 14683 19087 19084 19085 66333
5991386_Formation_of_RNA_Pol_II_elongation_complex_	0.791773778920309	0.886498218334953	0.0684714904492088	-0.20805066680243	-0.77239902332069	32	12455 72949 20020 13871 67655 14884 20924
5991387_RNA_Polymerase_II_Transcription_Elongation	0.791773778920309	0.886498218334953	0.0684714904492088	-0.20805066680243	-0.77239902332069	32	12455 72949 20020 13871 67655 14884 20924
5991388_Formation_of_the_Early_Elongation_Complex	0.93631669535284	0.96769238708424	0.0418238690062304	0.193051209120663	0.598863607544713	25	14885 68705 27632 17420 69833 66671 68092 209357 20021
5991389_Elongation_arrest_and_recovery	0.598086124401914	0.763736836617663	0.0791316651768349	-0.266071277582593	-0.895458631269511	21	12455 72949 20020 67655 20924
5991393_E2F_mediated_regulation_of_DNA_replication	2.76210679547369e-08	7.35724810067082e-07	0.73376198835648	0.771667151302997	2.43263360223382	26	20135 13555 12534 21781 18968 67141 13361 23834 56452 268697 66634 19645 19075 19076 12544 18538 22171 50793 18392 12447
5991398_Intrinsic_Pathway_for_Apoptosis	5.77604868202228e-06	9.94390584998092e-05	0.610526878385931	0.680529431112813	2.21269845560349	30	58801 12043 12367 14940 14942 12018 12125 14944 11783 22628 22627 14939 14941 14943 13063 19057 11651 68097 12028
5991407_G_alpha_12_13_signalling_events	0.102425876010782	0.257603276147288	0.231126709673834	-0.339831579895037	-1.32759576539281	41	102098 171207 20662 101497 19877 16801 30938 75547 18708 226970 18706 213498
5991408_GPCR_downstream_signaling	0.171853856562923	0.350893240229522	0.119887845115423	0.246912004946123	1.16013484917691	211	12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 16443 14702 57257 17207 20304 70086 14682 14676 12773 233079 14064 13605 14767 19218 78826 20305 21844 11853 11651
5991410_Platelet_activation,_signaling_and_aggregation	0.133779264214047	0.299216216906227	0.224966093540314	-0.251434220136052	-1.22432304804156	115	109711 18751 14083 16439 13139 18750 15234 20912 20662 14360 56508 16797 104418 11820 192176 16440 18708 18755 18706 12988 16818 18761 12759 320207 26416 19395 16822 21390 12928 70945 74769 11806 110524 20909 56077 18753 216869
5991411_Hemostasis	0.11968085106383	0.278601856077894	0.14551614609036	0.2512287226416	1.20565021600018	256	12505 14062 22339 20720 12215 73804 26934 19363 11727 234779 16412 11640 22390 228421 13449 56248 110033 20501 11674 14702 13660 16551 57257 229841 19419 14127 109689 14682 19073 21809 14676 16580 22330 80879 26417 22041 21803 14064 15461 12491 16571 19128 19088 223864
5991412_Response_to_elevated_platelet_cytosolic_Ca2+	0.122282608695652	0.281653831449014	0.211400189384923	-0.305927549363841	-1.27682567921888	50	109711 18751 18750 15234 20912 11820 192176
5991413_Integrin_cell_surface_interactions	0.10828025477707	0.260050120079357	0.169570644405628	0.397375956638075	1.35121119335563	35	12505 12215 16412 16410 20750
5991414_Extracellular_matrix_organization	0.022689949025034	0.0943000718345385	0.352487857583619	0.346625157430587	1.51535849045887	117	16776 26432 12505 12215 19280 16404 16412 11501 16410 20750 14114 12367 11502 18550 16998 56693 21809 13518 21803 18453 20971 16423
5991416_Cell_surface_interactions_at_the_vascular_wall	0.354889589905363	0.565123096968866	0.0847985102819124	0.289439154214046	1.06686890774748	50	12505 12215 11727 16412 13449 20501 14127 80879 15461 19128 16423
5991417_GPVI-mediated_activation_cascade	0.611510791366906	0.777321743472901	0.0780892306943345	-0.269406004450234	-0.888520327159106	20	14360 16797 18708 18706 16818 320207 16822 74769
5991419_G_alpha_q_signalling_events	0.18628912071535	0.368802110605389	0.120985142145252	0.296167895960739	1.20120496795001	78	58861 14062 16952 16995 14702 70086 14682 14676 233079 14064 14767 78826 20305
5991421_Effects_of_PIP2_hydrolysis	0.00365538958176374	0.0231411966900732	0.431707695803346	-0.638591779591562	-1.92655788899319	15	16439 13139 104418 16440 18755 18761 19395 110524 56077 18753
5991424_Platelet_homeostasis	0.959899749373434	0.984540946310062	0.0579754757571486	-0.170682462772198	-0.615949587386275	28	16439 16440 54611 20866 26416 241489 18574 58802
5991427_Activation_of_BH3-only_proteins	0.00437807615117678	0.0264489961297896	0.407017918923954	0.663346618346713	1.83152842642156	15	58801 12043 12125 22628 22627 19057 11651 68097
5991448_Regulation_of_APC_C_activators_between_G1_S_and_early_anaphase	0.000267734615929105	0.00261487474890759	0.49849310876659	0.531689249230104	2.00677167818273	54	107995 56150 12534 12236 18817 67141 68612 268697 56371 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 22194 23996 68999 26965 19192
5991449_APC_C-mediated_degradation_of_cell_cycle_proteins	3.19029775641766e-05	0.000445122496490655	0.557332238758646	0.541571806698263	2.07352567451267	59	107995 56150 20877 20878 18005 12534 12236 18817 67141 68612 268697 56371 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 22194 23996 68999 26965 19192
5991450_Regulation_of_mitotic_cell_cycle	3.19029775641766e-05	0.000445122496490655	0.557332238758646	0.541571806698263	2.07352567451267	59	107995 56150 20877 20878 18005 12534 12236 18817 67141 68612 268697 56371 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 22194 23996 68999 26965 19192
5991451_Eukaryotic_Translation_Termination	0.764240506329114	0.880949538147597	0.0472587336673259	0.222782494026042	0.793738024220356	43	14853 100503670 19896 20042 20005 20115 67025 20084 19942 19951 67891 19934 66483 225363 19941 27176 270106 67115 110954 66475 19981 14109 20055 66480 11837 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 54217 56040 19899 75617
5991454_M_Phase	1e-10	4.18571428571429e-09		0.557624682888066	2.56996707397819	173	66336 66977 12442 107995 66442 52276 54392 215387 67629 72415 56150 20877 67121 12615 11799 66468 67849 73804 70454 76044 60411 14211 12534 208628 228421 68014 19348 12236 18817 66934 67141 68612 68298 108000 18141 223921 26886 268697 72155 229841 67052 16319 67203 12235 381318 66570 102920 17463 75786 19645 69736 19357 70385 52683 26440 68549 269113 26444 19324 19179 232987 228769 26445 105988 69928 57296 19170
5991456_G2_M_Transition	0.00449831110473649	0.0268980643609754	0.407017918923954	0.417960076765965	1.70660586181037	81	12442 20878 20873 18005 12534 22390 18817 227613 268697 12531 67203 74470 75786 76816 22628 22627 17997 19088 103733 17420 14235 66296 12532 16328 225659 66671 78177 101565 16475 71648 22154 236266 26965 74237
5991457_Mitotic_G2-G2_M_phases	0.000707882607266214	0.00568245490216441	0.477270815362862	0.439208837364733	1.80182336111541	83	12442 20878 13555 20873 18005 12534 22390 18817 227613 13557 268697 12531 67203 74470 75786 76816 22628 22627 17997 19088 103733 17420 14235 66296 12532 16328 225659 66671 78177 101565 16475 71648 22154 236266 26965 74237
5991458_Translation_initiation_complex_formation	1	1	0.0562940749700968	-0.109774436090226	-0.405108913932433	30	13682 20068 13669 16341 75617 73830 66481 20054 27370 20044 27050 54127 66085 20055 14109 18458 66475 55944 13681 27979 13684 20084 67204 78655 13665 20115 20042 26905 22384 66235
5991459_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression	0.983076923076923	0.99553693929269	0.0343431191135615	0.149261209833791	0.56979806142464	57	66235 22384 26905 100503670 19896 20042 20005 20115 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 18458 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991460_3'_-UTR-mediated_translational_regulation	0.983076923076923	0.99553693929269	0.0343431191135615	0.149261209833791	0.56979806142464	57	66235 22384 26905 100503670 19896 20042 20005 20115 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 18458 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991461_Peptide_chain_elongation	0.7828125	0.881162306136903	0.0455878202571231	0.214593751967488	0.766146062642626	42	100503670 19896 20042 20005 20115 67025 20084 19942 19951 67891 19934 66483 19941 27176 270106 67115 110954 66475 13629 19981 14109 20055 66480 11837 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 54217 56040 19899 75617
5991462_Eukaryotic_Translation_Elongation	0.656756756756757	0.815380210719194	0.0806388495950661	-0.217575531392447	-0.864048934549955	43	66656 20068 269261 75617 19899 56040 54217 66481 114641 20054 27370 20044 27050 68436 67281 22186 19921 19933 54127 11837 66480 20055 14109 19981 13629 66475 110954 67115 270106 27176 19941 66483 19934 67891 19951 19942 20084 67025 20115 20005 20042 19896
5991464_Activated_NOTCH1_Transmits_Signal_to_the_Nucleus	0.0833333333333333	0.228193146417445	0.237793834423688	-0.447834494796775	-1.46043013605307	18	14357 18128 18222 19165
5991465_Signaling_by_NOTCH1	0.370165745856354	0.578955191256831	0.116234148779716	-0.264879313439624	-1.06343500515064	45	14357 12914 18128 18222 19165 21885 170787 18519 21402 21888 50754 103806
5991466_Signaling_by_NOTCH	0.203342618384401	0.391969652543615	0.163180127180689	-0.27177543342004	-1.16252792804282	55	12912 14357 12914 18128 18222 19165 21885 170787 18519 140484 14595 21402 21888 50754 103806
5991470_Signaling_by_NOTCH2	0.577777777777778	0.747412312975227	0.0639271933359996	0.308876274587945	0.916072096446887	20	19664 208117 14939 59287 225164 18129 226548 13388 22190
5991480_Bile_acid_and_bile_salt_metabolism	0.599056603773585	0.763736836617663	0.0782955249944794	-0.260501147682167	-0.896782646505102	23	17977 17978 101502 20280 108096 17117 15488
5991487_Gamma_carboxylation,_hypusine_formation_and_arylsulfatase_activation	0.334507042253521	0.547525252525253	0.0943563635421779	0.398943084415075	1.11900192379151	16	18550 11881 19128 208691 105638
5991488_Post-translational_protein_modification	0.846675712347354	0.915409534013929	0.0354665010333725	0.17705684582844	0.825293917857694	188	53618 12189 14537 18550 18141 381903 223921 20443 14425 69080 77371 56375 20444 192156 69736 19357 11881 13478 19128 269113 20334 18701 12579 67422 20448 231727 56459 12144 50935 12764 18700 108687 27392 208691 217664 105638 12091 192193 80294 14827
5991493_PKB-mediated_events	0.599520383693046	0.763736836617663	0.0791316651768349	-0.27105407947924	-0.893955796821126	20	22084 56717 19082 64930 19042 12283 72508
5991495_Post-translational_modification:_synthesis_of_GPI-anchored_proteins	0.983644859813084	0.99553693929269	0.0535669384770951	-0.151699275131198	-0.48767757101446	17	13481 56176 13480 18793 56703
5991497_Synthesis_of_substrates_in_N-glycan_biosythesis	0.781578947368421	0.881162306136903	0.0702812841717392	-0.207662792357632	-0.777790432511635	34	20440 20442 20452 13481 57357 20449 110119
5991498_Biosynthesis_of_the_N-glycan_precursor_dolichol_lipid-linked_oligosaccharide,_LLO_and_transfer_to_a_nascent_protein	0.689381933438986	0.835583750436503	0.0520570030732099	0.236331966705188	0.840383028390073	41	381903 20443 69080 20444 192156 13478 67422 20448 50935 12764 12091 102580 320438 29858 331026 94181
5991499_Asparagine_N-linked_glycosylation	0.718654434250765	0.854372361535824	0.0824344091527096	-0.191983032345746	-0.871173375364796	77	241230 20440 20442 20452 50907 13481 218811 208211 14595 17158 17155 57357 20449 110119 107895 223774 69162
5991502_Mitotic_Metaphase_and_Anaphase	1e-10	4.18571428571429e-09		0.605290660179595	2.65327848339639	123	66336 66977 107995 66442 52276 67629 72415 56150 20877 12615 11799 66468 67849 73804 70454 60411 208628 228421 68014 12236 18817 66934 67141 68612 108000 26886 72155 229841 67052 16319 67203 12235 381318 66570 102920 17463 75786 69736 19357 70385 26440 68549 26444 19179 232987 228769 26445 105988 69928 57296 19170
5991504_Extension_of_Telomeres	3.45836024602308e-05	0.000471302117248726	0.557332238758646	0.708375426859137	2.18452544351336	24	69263 68240 72151 18968 106344 327762 19891 19687 18973 16881 19075 19076 18972 69745 18538 14156 18971 19718 18969
5991505_Telomere_Maintenance	0.000703197080904535	0.00568245490216441	0.477270815362862	0.587568512983635	1.94220326686503	32	69263 68240 72151 18968 106344 327762 19891 19687 18973 16881 19075 19076 18972 69745 18538 14156 18971 19718
5991506_Chromosome_Maintenance	2.36419515686979e-08	6.69088182903879e-07	0.73376198835648	0.645117062803597	2.44067699217748	55	66336 66311 12615 70454 60411 69263 68240 72151 18968 217653 106344 26886 72155 327762 19891 66570 19687 102920 18973 16881 19075 70645 19076 18972 69745 18538 69928 67733 14156 245688 18971 19718 66578 381280
5991507_Respiratory_electron_transport	0.0917573872472784	0.240043879137969	0.183023938384487	0.373055582238562	1.36908021946753	46	68198 110826 230075 66377 66694 12858 66925 13063 66346 67264 66916 66594 110323 66218 68202 12867 595136 72900 78330 12868 66052 66046 68197 68342 12864 17995 12859 66416 17993
5991508_Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.	0.133540372670807	0.299216216906227	0.149207542435322	0.335437494662336	1.28429554266676	59	68198 110826 230075 66377 66694 11950 12858 66925 13063 66346 67264 22228 66916 66594 110323 66218 68202 12867 595136 72900 78330 12868 66052 11957 66046 68197 68342 12864 17995 12859 66416 17993 67942
5991509_Regulation_of_insulin_secretion	0.498269896193772	0.674332931107506	0.0718276293603809	0.316478405584729	0.966530148882041	23	17118 20525 11739 14682 107566 223864
5991514_Lipid_digestion,_mobilization,_and_transport	0.377777777777778	0.584110231603635	0.0857844408075645	0.35898073973985	1.06467302895388	20	16592 20778 67469 18453 23945 16835
5991515_G_alpha_s_signalling_events	0.375690607734807	0.582419831038616	0.115240003147781	-0.266150096995664	-1.04360308480309	42	56089 18578 11512 51801 11513 54611 22354
5991517_Class_B_2_Secretin_family_receptors_	0.428240740740741	0.623183268344559	0.0959206777921745	-0.317102336923116	-1.03410035277771	18	56089 51801 26364 19206 54598 12921 20287
5991518_GPCR_ligand_binding	0.0106715420476696	0.052550618822978	0.380730400722792	0.347065500523327	1.53316263511279	134	12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 20304 70086 319757 12773 233079 14064 14767 19218 78826 20305
5991526_mTOR_signalling	0.474537037037037	0.660519486232075	0.0899860794997137	-0.304166709563131	-0.991916063169005	18	22084 56717 19082 64930 19042 12283 72508
5991541_Role_of_phospholipids_in_phagocytosis	0.180974477958237	0.361948955916473	0.157402899305283	-0.423801264032956	-1.27855962867263	15	16439 18803 14130 16440 18708 18706 74769 18753
5991542_Fcgamma_receptor_FCGR_dependent_phagocytosis	0.484764542936288	0.662172545829056	0.0992333343771191	-0.231289599463499	-0.974109766643506	52	14083 16439 14360 18803 14130 15516 16440 242687 17973 18708 22376 18706 68524 18479 12928 74769 80987 18753
5991544_MAPK_targets_Nuclear_events_mediated_by_MAP_kinases	0.256532066508314	0.459718015210617	0.131457611642763	-0.358581383945802	-1.17046826356008	19	19094 12912 20112 319520 14281 26416 26419
5991547_RIG-I_MDA5_mediated_induction_of_IFN-alpha_beta_pathways	0.00627292303052829	0.0350088847227579	0.407017918923954	-0.462632793385889	-1.80396575170014	40	56489 18035 12914 54131 16150 54123 12370 56480 21929 19697 217069 22031 434341 71956 74256 18521
5991550_Cytosolic_sensors_of_pathogen-associated_DNA_	0.063623614080118	0.1905103265704	0.287805130535564	-0.387453066463748	-1.49210089048165	38	18035 12914 54131 16150 20821 54123 20852 56480 19697 12387
5991553_NOD1_2_Signaling_Pathway	0.691637630662021	0.835669384676174	0.0562940749700968	0.286028647560778	0.815091129394348	17	26399 93765 26409 108960 66589 16179
5991554_Nucleotide-binding_domain,_leucine_rich_repeat_containing_receptor_NLR_signaling_pathways	0.469421487603306	0.660519486232075	0.0725351864394589	0.308575430073617	1.00331351789529	30	12043 22166 26399 93765 26409 383619 108960 66589 12362 16179
5991555_Interleukin-1_signaling	0.626297577854671	0.789699570815451	0.060640400949416	0.284829162332663	0.869872850145009	23	26410 26399 93765 26409 108960 66589 16179 16178 26965
5991559_Ca2+_pathway	0.141509433962264	0.312922748309007	0.181383128498408	-0.38342571501019	-1.3199539829455	23	18099 16439 18750 16440 12387 18018 16842 19058
5991560_beta-catenin_independent_WNT_signaling	0.675226586102719	0.827788241540154	0.0508054139066364	0.216023795591328	0.865404541287929	73	14702 19055 17463 11773 26440 26444 19179 26409 228769 26445 57296 19170 12315 67151 26442 19177 12314 23996 19353 56513 14369 232910 18797 19192 12313 26564 22190 19172 23997
5991561_Signaling_by_Wnt	0.0329864858427398	0.124710198089326	0.321775918075361	-0.2653952718197	-1.34720358000333	152	13542 20677 18099 66313 381022 68151 12914 16439 68031 18750 67772 68339 226849 17847 74493 80288 21885 16440 12005 12387 208846 100683 21402 18018 21888 13016 213464 319478 12006 16842 19058 19184 212398 26446 21752 103236 20586 407821 54198 12995 56637
5991568_Activation_of_GABAB_receptors	0.87710843373494	0.934222957014643	0.0603786357920401	-0.201411621295005	-0.685064539471129	22	11512 11513 54393
5991569_GABA_B_receptor_activation	0.87710843373494	0.934222957014643	0.0603786357920401	-0.201411621295005	-0.685064539471129	22	11512 11513 54393
5991570_GABA_receptor_activation	0.956521739130435	0.984540946310062	0.0564118388217596	-0.17283972281528	-0.609011062503632	26	11512 11513 54393
5991572_Regulation_of_Glucokinase_by_Glucokinase_Regulatory_Protein	0.389952153110048	0.589022293700089	0.103576326612592	-0.310592824373436	-1.04529518526942	21	269966 108989 19386 218210 54563 66679 227720
5991573_TGF-beta_receptor_signaling_activates_SMADs	0.0359562915758166	0.133356878882459	0.321775918075361	-0.440784260794311	-1.55312960833729	26	66313 56424 17127 17128 12402 83814 17131 170749 21813
5991574_Signaling_by_TGF-beta_Receptor_Complex	0.00329229855986232	0.0214365217342147	0.431707695803346	-0.424487453496504	-1.78779061067911	52	102098 66313 20482 12455 56424 20481 72949 17127 17128 12402 83814 93836 17131 20683 170749 228839 21813
5991577_SMAD2_SMAD3:SMAD4_heterotrimer_regulates_transcription	0.058411214953271	0.179209277291188	0.287857117255149	-0.486450197659098	-1.56382323256801	17	12455 72949 17127 17128 93836 17131 20683
