Gene,logFC,FDR
3110035E14Rik,1.868776723,0.280465
3110039M20Rik,0,1
3110040N11Rik,0.451521171,0.398548
3110043O21Rik,0.517213793,0.128234
3110047P20Rik,-0.624911728,1
3110052M02Rik,-0.273841595,0.545171
3110056O03Rik,-0.327727222,0.7747
3110057O12Rik,0.822899091,0.543926
3110062M04Rik,-0.162119266,0.826346
3110070M22Rik,-1.516134451,0.507286
3110079O15Rik,2.536003151,1
3110082D06Rik,-1.172225114,1
3110082I17Rik,-0.237064418,0.864398
3110099E03Rik,0,1
3200002M19Rik,0.903506251,0.206116
3230401D17Rik,0.416145399,0.252363
3300002A11Rik,-1.661900347,0.549939
3300002I08Rik,0.937287567,1
3425401B19Rik,-1.502674644,0.0503349
3632451O06Rik,-1.926401527,0.0318704
3830403N18Rik,-0.037530658,0.976353
3830406C13Rik,-0.412887932,0.285385
3830408C21Rik,-0.979542482,0.171722
3830417A13Rik,0.278006164,1
3830431G21Rik,-0.772190065,0.0328967
3930401K13Rik,-0.919302972,0.816461
3930402G23Rik,0.641945639,0.375308
4430402I18Rik,-1.407847839,0.367994
4631405J19Rik,0.387746243,0.773493
4632411B12Rik,0.019768375,0.968244
4632415K11Rik,0.073590375,0.9066
4632415L05Rik,-0.252580187,0.512058
4632419I22Rik,0.090558611,0.906349
4632427E13Rik,-0.287305795,1
4632428C04Rik,-0.275044273,0.660293
4632428N05Rik,-0.227475484,0.407815
4632434I11Rik,2.069962459,0.000670633
4731419I09Rik,0.222515013,0.943868
4732415M23Rik,-1.31015168,0.253104
4732416N19Rik,0.190606745,0.970427
4732418C07Rik,-0.167239569,0.656155
4732456N10Rik,4.305503648,0.362203
4732471D19Rik,-0.338989318,0.705093
4732471J01Rik,0.418508396,0.893418
4831426I19Rik,-0.447801066,0.343669
4831440E17Rik,-0.120353053,0.873829
4832428D23Rik,-1.033676673,0.176309
4833403I15Rik,-1.108360349,1
4833409A17Rik,0.820060358,1
4833413D08Rik,-0.175992064,1
4833418N02Rik,0.165054391,0.87024
4833420G17Rik,-0.418338773,0.227894
4833422C13Rik,-0.135332704,0.95267
4833422F24Rik,1.3369161,1
4833423E24Rik,7.811112163,0.506231
4833424O15Rik,-0.214294231,1
4833427G06Rik,-0.806668671,0.284418
4833439L19Rik,-0.024256786,0.962085
4833442J19Rik,-0.40207166,0.364875
4921501E09Rik,0,1
4921504E06Rik,-0.065800895,1
4921506M07Rik,0.229475809,1
4921507P07Rik,-0.031799197,0.980278
4921509C19Rik,0,1
4921510H08Rik,0,1
4921511C04Rik,-1.213527057,0.17675
4921511C20Rik,0,1
4921511H03Rik,0,1
4921511M17Rik,0,1
4921513D11Rik,-1.065749,1
4921513D23Rik,-0.058649751,0.905091
4921515J06Rik,1.486733959,0.0379979
4921517D21Rik,0.112325017,1
4921517D22Rik,0,1
4921517L17Rik,-0.941587171,0.488326
4921521F21Rik,0.713441666,1
4921523A10Rik,0.161200952,1
4921524J17Rik,-0.04230549,0.952616
4921524L21Rik,-0.235435428,1
4921528I01Rik,0,1
4921528O07Rik,-0.25758034,1
4921530D09Rik,0.166729741,1
4921530L21Rik,0,1
4921531C22Rik,0.406679213,0.572455
4921533I20Rik,-0.264835965,1
4921536K21Rik,0.339334336,0.727047
4921539E11Rik,0,1
4922501C03Rik,-0.271965703,0.490539
4922501L14Rik,-0.844728517,0.241676
4922502D21Rik,0.293358712,1
4922505E12Rik,0,1
4922505G16Rik,0.681276144,1
4930402F06Rik,0,1
4930402H24Rik,-0.832778626,0.00526709
4930403L05Rik,0,1
4930403N07Rik,0.29544774,1
4930404A10Rik,0,1
4930404H21Rik,0,1
4930404I05Rik,0.255668515,0.945549
4930404N11Rik,0.721087511,0.237999
4930407I10Rik,0,1
4930408F14Rik,0,1
4930408O21Rik,0.463766489,1
4930412C18Rik,-1.410126346,0.06406
4930412F15Rik,0.19051698,0.594277
4930412O13Rik,0.201073445,1
4930415F15Rik,-1.646135001,1
4930415L06Rik,0,1
4930415O20Rik,1.571859445,0.129119
4930417G10Rik,-0.229562302,1
4930417O13Rik,-0.52484008,1
4930420K17Rik,-0.220775159,0.70612
4930422G04Rik,0.057705142,0.944498
4930426L09Rik,-0.413613783,1
4930427A07Rik,1.397196991,0.00225688
4930428D18Rik,0,1
4930428E23Rik,0,1
4930429B21Rik,-0.055629178,1
4930429F11Rik,0,1
4930430A15Rik,-1.951557233,1
4930430D24Rik,1.266309716,1
4930430F08Rik,-0.409594804,0.648219
4930431A04Rik,0,1
4930432E11Rik,0.186115251,1
4930432F04Rik,-0.886766519,0.882881
4930432K09Rik,0,1
4930432K21Rik,-1.179200256,1
4930433I11Rik,0,1
4930433N12Rik,-1.627744167,1
4930434E21Rik,0.222142896,1
4930435E12Rik,0,1
4930441O14Rik,-0.108210376,1
4930442L01Rik,0,1
4930443G12Rik,-0.225943672,1
4930444A02Rik,-0.157436791,0.714359
4930444G20Rik,-0.003925664,1
4930447C04Rik,0.244309866,1
4930448K20Rik,0,1
4930449A18Rik,0,1
4930449E01Rik,0,1
4930449I24Rik,0,1
4930451C15Rik,-1.529737032,0.0198989
4930451I11Rik,0,1
4930452B06Rik,0.648685395,0.274091
4930453N24Rik,0.065925649,0.905641
4930455C21Rik,0.287349676,0.503448
4930455F23Rik,-0.371562472,0.341598
4930458L03Rik,0,1
4930465K10Rik,0.788936132,1
4930467E23Rik,-0.166307681,1
4930468A15Rik,0,1
4930469G21Rik,-0.600360998,1
4930470P17Rik,0,1
4930471G03Rik,-1.51643377,1
4930471M23Rik,0.789200624,0.0027341
4930473A06Rik,-1.243177976,0.110806
4930474M22Rik,-0.86621373,1
4930474N05Rik,0,1
4930479M11Rik,-0.453884178,1
4930480E11Rik,0,1
4930481A15Rik,-1.144930278,0.466149
4930483J18Rik,0.418972308,1
4930485B16Rik,-1.052827136,0.13096
4930486L24Rik,-2.167472906,0.00175914
4930488L21Rik,-0.31621056,1
4930502E18Rik,0.927124812,0.245307
4930503B20Rik,0.7782798,1
4930503E14Rik,-0.835371137,1
4930503E24Rik,0.280941348,0.774857
4930503H13Rik,0,1
4930503L19Rik,-1.022112093,0.147849
4930504O13Rik,0,1
4930505A04Rik,-0.469915,1
4930506M07Rik,0.413193296,0.119089
4930507D05Rik,0.058530976,1
4930511I11Rik,0.808387032,1
4930511M06Rik,-1.408802038,1
4930511M11Rik,0,1
4930512B01Rik,-0.953569952,1
4930512M02Rik,-0.937669809,1
4930513N10Rik,-0.214508981,0.920712
4930515G01Rik,0.323984609,0.758188
4930515G16Rik,-1.477278394,1
4930519F09Rik,0.395659281,0.665628
4930519F16Rik,-0.693963582,1
4930519G04Rik,0.945964171,1
4930521A18Rik,0.139012206,1
4930522H14Rik,0,1
4930523C07Rik,-1.386094576,0.000670633
4930524B15Rik,-0.569981953,1
4930524E20Rik,0,1
4930524L23Rik,-0.611652794,1
4930525F21Rik,-0.352086165,1
4930526D03Rik,0.67537425,1
4930526I15Rik,0.507111254,0.719871
4930528A17Rik,0.035490686,1
4930528F23Rik,-0.580318437,0.566083
4930529C04Rik,0.510401586,1
4930529F22Rik,0,1
4930529M08Rik,-1.01796598,0.0970649
4930534B04Rik,-0.201705684,0.760615
4930538K18Rik,-1.118489136,1
4930539E08Rik,1.705457984,1
4930539J05Rik,0.244944838,0.960401
4930542N07Rik,0,1
4930544D05Rik,0.13849388,1
4930544G11Rik,0,1
4930544O15Rik,-0.026504741,1
4930546H06Rik,0.653302355,0.613777
4930547C10Rik,0,1
4930547N16Rik,2.580688325,0.000670633
4930548H24Rik,1.003357569,1
4930549C01Rik,0,1
4930550C14Rik,-0.909351942,0.300322
4930550L24Rik,-0.412122476,1
4930555G01Rik,0.220274227,1
4930555I21Rik,-1.69595709,0.0501157
4930557A04Rik,0,1
4930558C23Rik,-0.465239221,1
4930562C15Rik,-0.62620702,0.240949
4930562F07Rik,-0.497539163,0.924143
4930563D23Rik,0.454138813,1
4930563E22Rik,-0.732036271,0.703443
4930564B18Rik,0.931201952,1
4930567H12Rik,-0.366857859,1
4930567H17Rik,0,1
4930568D16Rik,0,1
4930571K23Rik,0,1
4930572J05Rik,-0.270891574,0.518341
4930578C19Rik,-0.892286741,0.150423
4930578G10Rik,-0.811563919,1
4930578I06Rik,1.269470079,1
4930578N16Rik,-0.501397592,0.452157
4930579C15Rik,-0.019499906,1
4930579F01Rik,-0.881768756,1
4930579G22Rik,-0.727145533,0.416351
4930579G24Rik,0.158894914,0.843488
4930579J09Rik,-0.993798783,0.16986
4930579K19Rik,-0.518341719,1
4930581F22Rik,-0.124445298,0.924282
4930583H14Rik,2.856371995,0.121446
4930583K01Rik,-1.101260106,1
4930584F24Rik,0,1
4930588N13Rik,0.312279565,0.715039
4930590J08Rik,-0.018158519,1
4930592I03Rik,-0.760624947,1
4930594C11Rik,0.445709879,1
4930595M18Rik,0,1
4930596D02Rik,0,1
4931406B18Rik,0.571110784,1
4931406C07Rik,0.098652163,0.85726
4931406H21Rik,0.988979743,1
4931406P16Rik,-0.599298323,0.0358556
4931407G18Rik,0,1
4931408A02Rik,1.037604355,0.00789347
4931408C20Rik,-0.522992744,1
4931409K22Rik,0.000396466,1
4931414P19Rik,-0.036988222,0.964582
4931417E11Rik,0,1
4931417G12Rik,1.191854362,1
4931423N10Rik,-0.688776564,1
4931428F04Rik,-0.398610011,0.734489
4931428L18Rik,-0.486639127,1
4931429I11Rik,-1.17701654,0.149182
4931429L15Rik,0.250704032,1
4931431F19Rik,0,1
4931432M23Rik,0,1
4931440F15Rik,-0.02730596,0.989383
4931440L10Rik,0.072840888,1
4931440P22Rik,0.35819026,1
4932411E22Rik,-1.386418979,0.112134
4932411G14Rik,0,1
4932411N23Rik,0,1
4932412H11Rik,-0.276171971,1
4932414J04Rik,0,1
4932414N04Rik,0,1
4932415G12Rik,-0.468228224,0.270042
4932415M13Rik,0,1
4932416H05Rik,-0.032763562,0.982948
4932417I16Rik,-1.113540487,1
4932418E24Rik,-1.76253153,0.00999745
4932425I24Rik,-1.361790661,0.0321105
4932429P05Rik,0,1
4932435O22Rik,-0.228855623,1
4932438A13Rik,-0.221078523,0.506335
4932438H23Rik,-0.503990538,1
4932441B19Rik,0,1
4932441J04Rik,0,1
4932442L08Rik,0,1
4932443I19Rik,-0.381761858,0.729999
4933400A11Rik,0,1
4933400C05Rik,0,1
4933400F21Rik,0.231821908,1
4933401B06Rik,0,1
4933402E13Rik,0,1
4933402J07Rik,0,1
4933402N03Rik,0,1
4933402N22Rik,0,1
4933402P03Rik,-0.214466783,1
4933403F05Rik,0.029888347,0.946976
4933403G14Rik,-0.6246143,0.319207
4933403O08Rik,-1.572046393,1
4933404M02Rik,-0.680332294,0.268507
4933404O12Rik,0.253231775,0.661214
4933405L10Rik,-1.104093899,1
4933405O20Rik,0,1
4933406F09Rik,0,1
4933406I18Rik,-0.312546245,1
4933406J08Rik,0,1
4933406K04Rik,0,1
4933406M09Rik,0.46920353,1
4933407C03Rik,0.482686701,0.0649637
4933407H18Rik,-0.311879415,0.358642
4933407K13Rik,-0.27935155,0.647758
4933407L21Rik,1.200033464,1
4933407P14Rik,-0.15313603,1
4933408B17Rik,-0.815025432,0.244275
4933409G03Rik,0,1
4933409K07Rik,-1.6445469,1
4933411G11Rik,0,1
4933411K16Rik,-1.555507247,0.592618
4933411K20Rik,-0.406113494,0.236563
4933412E24Rik,0,1
4933413G19Rik,0.08820102,1
4933415F23Rik,-0.757555836,1
4933416C03Rik,0,1
4933416I08Rik,0,1
4933417A18Rik,-0.334607174,1
4933417G07Rik,0.600884115,1
4933421E11Rik,0.030573535,0.95953
4933421I07Rik,0,1
4933421O10Rik,-0.458409369,0.378441
4933422H20Rik,-0.61657101,1
4933424B01Rik,0.078965913,0.86317
4933425L06Rik,0.393062485,1
4933425O20Rik,0.751397098,1
4933426I21Rik,-0.155669182,0.859193
4933426M11Rik,0.302723924,0.20059
4933427D06Rik,-0.373232811,1
4933427D14Rik,0.394222576,0.700031
4933427E11Rik,1.33125114,0.773129
4933427G17Rik,-0.12797198,1
4933429O19Rik,0,1
4933430H15Rik,-1.057934295,0.264785
4933430I17Rik,3.052853198,0.000670633
4933431E20Rik,0.850839807,0.241874
4933432B09Rik,-0.882056317,0.174409
4933432I09Rik,-0.622662847,1
4933433C11Rik,-0.043741027,1
4933433P14Rik,0.222246398,0.727047
4933434E20Rik,0.038776324,0.968711
4933434I20Rik,0,1
4933436C20Rik,0.072481234,0.94439
4933436I01Rik,0,1
4933437F05Rik,0.573500063,0.49492
4933439C10Rik,0.112031337,0.904314
4933439F18Rik,-0.764874136,0.00447825
4F2 lc,0,1
5031410I06Rik,1.223725268,1
5031414D18Rik,-0.824558579,0.192233
5031425F14Rik,1.650192016,0.0403981
5031426D15Rik,-0.417478958,1
5031434O11Rik,-0.897976237,0.769898
5031439G07Rik,0.325094144,0.23278
5033404E19Rik,0,1
5033406O09Rik,0.209767642,0.81961
5033411D12Rik,0.213867794,0.951126
5033414D02Rik,0.244454748,0.550589
5033414K04Rik,-0.456884983,1
5033421C21Rik,-0.704007447,1
5133401N09Rik,-0.164283245,0.747386
5330413P13Rik,-1.440084804,0.080354
5330417C22Rik,0.358797119,0.220677
5330426P16Rik,-0.814991782,0.0662613
5330429B09Rik,-0.016753799,0.98574
5330434G04Rik,-0.132414173,1
5330437I02Rik,-0.185024297,1
5330439B14Rik,0,1
53BP1,-0.142963173,0.974959
5430401F13Rik,0,1
5430402E10Rik,0,1
5430402O13Rik,-0.391668025,0.863043
5430405G05Rik,-0.912260348,1
5430405H02Rik,-0.757619517,0.417838
5430407P10Rik,2.083788738,0.000670633
5430411K18Rik,0.13462873,0.668812
5430413K10Rik,0,1
5430416N02Rik,0.517179248,0.518067
5430416O09Rik,0.504289018,0.329428
5430417L22Rik,-0.231138375,0.46054
5430419D17Rik,0.266841661,1
5430421N21Rik,2.681948367,0.277888
5430427O19Rik,-0.255090872,0.691475
5430435G22Rik,0.804775424,0.0272234
5430437P03Rik,-0.053238911,0.914269
544988,0.945056237,1
547127,0,1
5530400C23Rik,0,1
5530601H04Rik,-0.029158766,0.96134
5730403B10Rik,-0.277115857,0.428345
5730409E04Rik,-0.894218229,0.0356132
5730416F02Rik,1.985418413,1
5730419I09Rik,-0.064435096,0.890269
5730422E09Rik,0.395339295,1
5730437N04Rik,0.065390885,0.902249
5730446D14Rik,-1.874955761,0.470042
5730455O13Rik,-0.217963948,0.666886
5730455P16Rik,-0.409203488,0.239313
5730469M10Rik,0.235829118,0.514371
5730494M16Rik,-0.475689764,0.371554
5730494N06Rik,0.031737427,0.958108
5730507C01Rik,0.519219169,1
5730508B09Rik,1.023533184,0.00404852
5730522E02Rik,0.29376951,1
5730528L13Rik,0.248655003,0.678924
5730559C18Rik,4.136636279,0.000670633
5730577I03Rik,-0.305353422,0.705093
5730590G19Rik,2.388077929,0.00175914
5830403L16Rik,-0.238100731,1
5830405F06Rik,-0.651850307,1
5830405N20Rik,-1.324611424,0.108629
5830411N06Rik,-0.958884946,0.181499
5830415F09Rik,0.026124115,0.976353
5830416P10Rik,2.045577175,0.000670633
5830417I10Rik,-0.467439883,1
5830418K08Rik,-0.198502421,0.754428
5830427D03Rik,-0.070222844,1
5830432E09Rik,0.733374264,0.7844
5830433M19Rik,0.071858468,0.916288
5930403L14Rik,-0.275350194,0.625673
5930412G12Rik,0.962618538,0.594249
5930416I19Rik,0.370988359,0.374829
5930434B04Rik,0.141494133,0.704041
6030405A18Rik,0.144976967,1
6030408B16Rik,-1.445013521,0.0103281
6030419C18Rik,-0.182032586,0.780962
6030422M02Rik,-0.406267806,1
6030429G01Rik,-0.808212872,0.138414
6030446N20Rik,-0.63594525,0.203601
6030458C11Rik,0.109409465,0.796649
6030468B19Rik,-0.439618741,1
6030498E09Rik,0,1
6230400D17Rik,-0.119499578,0.967205
6230409E13Rik,-0.434112947,1
6230427J02Rik,-0.086968499,0.947453
6330403A02Rik,-0.726338226,0.279548
6330403K07Rik,-2.148270794,0.0237498
6330406I15Rik,0.073694928,0.892354
6330407A03Rik,0.246776543,1
6330407J23Rik,-0.055542301,1
6330408A02Rik,-0.852149569,0.264008
6330409N04Rik,0.08624259,0.862874
6330416G13Rik,0.659401305,0.0724407
6330439K17Rik,-0.933267168,0.0748594
6330503K22Rik,-0.343996674,0.565229
6330512M04Rik,-1.19687006,0.0481717
6330527O06Rik,0,1
6330545A04Rik,0.130457969,0.934109
6330549D23Rik,0.012742157,0.991009
6330577E15Rik,0.076181318,0.849671
6330578E17Rik,0.0868752,0.798655
6430411K18Rik,0.185860204,1
6430526N21Rik,-0.024810913,0.987222
6430527G18Rik,-0.079682141,0.826566
6430531B16Rik,-0.753514272,0.68725
6430548M08Rik,-0.414391737,0.105828
6430550D23Rik,-0.130121243,1
6430562O15Rik,1.688816523,0.796184
6430571L13Rik,-0.649684493,0.368695
6430573F11Rik,-0.056334432,0.969934
6430598A04Rik,-0.655964552,0.362389
6430704M03Rik,-0.4942696,1
6530401D17Rik,0.139674756,1
6530401N04Rik,-0.431086897,0.472776
6530411M01Rik,-0.438432923,1
6530418L21Rik,-0.023167759,0.960595
6620401K05Rik,-0.001164724,1
6720401G13Rik,-0.059859756,0.919642
6720456B07Rik,0.070333332,0.866334
6720456H20Rik,-0.102209062,0.802995
6720463M24Rik,1.030593607,0.0535327
6720489N17Rik,-0.54638526,0.38178
6820408C15Rik,-1.217869935,0.0916936
6820431F20Rik,-0.239565085,0.548281
6D,0,1
7420426K07Rik,0,1
7420461P10Rik,-0.101543219,1
7530420F21Rik,0.040158048,1
8030411F24Rik,0,1
8030462N17Rik,-0.138199951,0.826248
8430406I07Rik,0.026860155,0.970127
8430408G22Rik,-0.759162842,0.442207
8430410A17Rik,0.14056847,0.785997
8430410K20Rik,-0.086651882,0.827577
8430419L09Rik,0.569313147,0.0923584
8430427H17Rik,-0.401370191,0.232056
8430429K09Rik,-0.124430195,1
8430431K14Rik,-0.370453349,1
9030025P20Rik,-0.025423545,0.981265
9030224M15Rik,-2.64165561,0.00124178
9030409G11Rik,-0.681299705,0.0762376
9030418K01Rik,-0.757249451,0.18844
9030425E11Rik,0.129924841,0.772146
9030612E09Rik,-0.169090003,1
9030617O03Rik,0.094050978,0.899776
9030619P08Rik,-0.007671753,1
9030624J02Rik,0.016084145,0.972225
9030625A04Rik,0.238079887,0.559072
9130008F23Rik,2.841684288,0.000670633
9130011E15Rik,-0.074721911,0.899732
9130011J15Rik,0.096168791,0.79264
9130014G24Rik,-1.488269449,0.0148613
9130017N09Rik,1.265339668,0.00526709
9130019O22Rik,-0.363894762,0.905056
9130019P16Rik,-0.006965158,1
9130023H24Rik,0.053157776,0.955521
9130024F11Rik,1.594510332,1
9130204L05Rik,2.044722842,1
9130206I24Rik,-0.035908292,0.977105
9130208E07Rik,0.357200878,0.83599
9130209A04Rik,0,1
9130221H12Rik,-0.503792573,0.505256
9130230L23Rik,-0.470807418,0.667566
9130401M01Rik,0.452149737,0.55297
9130404H23Rik,1.7078805,1
9130409I23Rik,0.912842211,1
9230019H11Rik,0,1
9230102K24Rik,0.355651181,1
9230104L09Rik,-2.535332167,0.000670633
9230105E10Rik,-0.081862761,0.915139
9230107M04Rik,0,1
9230109A22Rik,-0.666290953,1
9230110C19Rik,-0.585939229,0.354074
9230110F15Rik,0,1
9230112D13Rik,0.615671477,1
9230113P08Rik,0,1
9230114K14Rik,-0.339565332,0.708055
9230115E21Rik,1.08447236,1
9230116N13Rik,-0.260760882,1
9330020H09Rik,0.307150725,1
9330101J02Rik,-1.33526048,0.0557138
9330111N05Rik,-0.488278381,1
9330129D05Rik,-0.858747916,0.130554
9330133O14Rik,0.653623753,0.668812
9330151L19Rik,-0.294655887,0.73011
9330158H04Rik,-1.258255071,1
9330159F19Rik,-2.552653536,0.00895825
9330171B17Rik,-0.889372328,1
9330175E14Rik,-0.661185996,0.395831
9330176C04Rik,0.98896271,0.19823
9330182L06Rik,-0.682547262,0.190884
9430007A20Rik,0,1
9430008C03Rik,0.174247501,0.700031
9430015G10Rik,0.054193142,0.936224
9430016H08Rik,0.012632278,0.986332
9430020K01Rik,-1.100694397,0.000670633
9430021M05Rik,0.389775462,1
9430023L20Rik,0.296646511,0.459127
9430031J16Rik,0.057602904,1
9430038I01Rik,0.304341983,0.636316
9430041J12Rik,-0.952145587,1
9430060I03Rik,0.587093252,1
9430069I07Rik,-1.877678693,1
9430070O13Rik,-0.179763678,1
9430076C15Rik,-0.61081606,1
9430083A17Rik,1.191014706,0.0457555
9530002B09Rik,0,1
9530003J23Rik,-2.100816741,0.0630812
9530008L14Rik,1.801239377,0.000670633
9530009M10Rik,-1.169093912,0.282108
9530026P05Rik,-2.14704776,0.115319
9530036O11Rik,-0.753135822,0.685529
9530053A07Rik,-0.0494505,1
9530059O14Rik,-0.15036257,1
9530068E07Rik,0.049056022,0.901974
9530077C05Rik,0.931729653,0.102008
9530082P21Rik,-1.149067181,0.0462165
9530091C08Rik,-0.355829295,1
9630013A20Rik,-0.036296396,1
9630014M24Rik,0.296119994,1
9630028B13Rik,0.127929712,1
9630028H03Rik,0,1
9630033F20Rik,0.064153472,0.911753
9830001H06Rik,-1.224552076,0.000670633
9830107B12Rik,-0.397835833,0.595601
9930012K11Rik,-0.087003635,0.880349
9930013L23Rik,1.322999712,1
9930014A18Rik,-1.11444814,0.362999
9930021D14Rik,0.58262418,1
9930021J03Rik,-0.100330679,0.773982
9930022D16Rik,1.814069357,1
9930023K05Rik,5.396671808,0.000670633
9930032O22Rik,9.495890994,0.000670633
9930104L06Rik,-0.33152216,0.540259
9930111J21Rik1,-1.260744889,0.106196
9930111J21Rik2,-0.051205801,0.984097
A030009H04Rik,-0.168024485,0.840339
A130010J15Rik,0.623162878,0.4943
A130022J15Rik,-0.422175172,0.174288
A130040M12Rik,0.504472762,0.14902
A130049A11Rik,0.479760413,0.754436
A1bg,-0.180436881,1
A1cf,0,1
A230020J21Rik,-0.396929882,1
A230046K03Rik,-0.001148377,0.997811
A230050P20Rik,-0.514178393,0.234427
A230051G13Rik,0.415210304,0.357218
A230056P14Rik,-1.29619553,0.394928
A230057D06Rik,-1.89653832,0.0702711
A230065H16Rik,-0.032673477,1
A230072C01Rik,-0.615750913,0.389464
A230072E10Rik,-0.06971975,1
A230073K19Rik,0.068154906,1
A230083G16Rik,0.652717165,0.847039
A230107C01Rik,-2.191995631,0.532184
A2ld1,0.159232874,0.859686
A2m,4.076280855,0.0301194
A330008L17Rik,0,1
A330021E22Rik,-0.796783454,0.133095
A330023F24Rik,-0.441684718,0.458408
A330035P11Rik,0.244377428,0.863914
A330040F15Rik,0.543993081,1
A330049M08Rik,1.633379535,0.00965017
A330050B17Rik,-0.235261667,1
A330050F15Rik,0,1
A330069E16Rik,0.174172384,0.906222
A330070K13Rik,0,1
A330076H08Rik,-1.427659035,0.56682
A3galt2,-0.421499436,1
A430005L14Rik,-0.084857627,0.890065
A430033K04Rik,-0.328878112,0.532496
A430078G23Rik,-1.914966508,0.00965017
A430084P05Rik,0.442647388,0.374707
A430089I19Rik,0,1
A430093F15Rik,-0.120916199,1
A430105I19Rik,-0.55204254,0.051401
A430107O13Rik,-2.015873329,0.000670633
A430110N23Rik,-1.50303629,0.00826246
A4galt,-1.139065919,0.00363394
A4gnt,4.40093407,0.000670633
A530013C23Rik,-0.646280952,1
A530016L24Rik,-1.547474352,1
A530021J07Rik,0,1
A530023O14Rik,-0.173963121,0.865346
A530032D15Rik,-0.817229135,0.706851
A530053G22Rik,-0.237386277,1
A530054K11Rik,-0.087060757,0.857517
A530058N18Rik,-0.224472524,1
A530064D06Rik,0.603966704,0.392662
A530088E08Rik,-0.475175055,1
A530095I07Rik,-0.271772974,1
A530098C11Rik,0.248374964,1
A530099J19Rik,-1.3648306,0.0503349
A630001G21Rik,-0.141438252,0.814793
A630005I04Rik,-0.42834633,1
A630007B06Rik,-0.141997182,0.726724
A630010A05Rik,0,1
A630012P03Rik,0.224081035,1
A630033H20Rik,0.203107735,0.74388
A630036L10Rik,-1.235273658,1
A630042L21Rik,-0.434335759,1
A630052C17Rik,-0.783254837,0.686562
A630055G03Rik,1.29313009,0.031375
A630066F11Rik,-0.575581941,0.809985
A630072M18Rik,-0.620141978,0.388922
A630073D07Rik,0,1
A630075F10Rik,0.065172486,1
A630089N07Rik,0.490031685,0.640807
A630091E08Rik,0,1
A630095E13Rik,0.781435256,1
A730008H23Rik,0.255861945,0.812236
A730011L01Rik,-0.466852749,0.186262
A730017C20Rik,-1.674016831,0.0167039
A730017L22Rik,0.251224604,0.452425
A730018C14Rik,0,1
A730020M07Rik,0.092026472,1
A730037C10Rik,0.009182533,1
A730069N07Rik,-1.578772663,0.633757
A730085E03Rik,0,1
A830007P12Rik,0.190819406,0.508336
A830010M20Rik,-0.431462534,0.496468
A830018L16Rik,-2.764803797,0.00965017
A830019P07Rik,-1.857362397,1
A830080D01Rik,-0.117671142,0.819197
A830082N09Rik,-0.816771918,0.257594
A830093I24Rik,0.146288168,1
A930001N09Rik,-0.68446582,0.00752344
A930003A15Rik,-2.265481318,1
A930003O13Rik,-1.259729422,1
A930004D18Rik,-0.569946388,0.325479
A930005H10Rik,-0.421562492,0.490855
A930005I04Rik,0.487539174,0.485332
A930007I19Rik,0.075087955,0.972129
A930011G23Rik,0.046024937,1
A930012L18Rik,-1.157554061,0.665266
A930013B10Rik,-1.472293313,0.510295
A930013F10Rik,-0.470505192,0.642423
A930015D03Rik,-0.369705191,0.843279
A930017M01Rik,-0.677057826,1
A930018M24Rik,-0.903429865,0.236563
A930018P22Rik,0.986129833,1
A930038C07Rik,-1.483272621,0.000670633
AA387883,-0.215823946,1
AA388235,-0.546470794,1
AA408296,-0.093322509,0.853588
AA415398,-0.42150983,0.585159
AA465934,0.116450566,0.973984
AA467197,7.454038068,0.000670633
AA474331,-0.184057017,0.867238
AA543186,0.147094399,1
AA545190,0,1
AA619741,0.163668754,1
AA792892,0,1
AA881470,-0.330761136,0.360066
AA960436,0.005661335,0.991049
AA986860,0.588172241,0.014541
