naive_hESC_rep1	naive_hESC_rep2	naive_hESC_rep3	naive_hESC_rep4	primed_hESC_rep1	primed_hESC_rep2	primed_hESC_rep3	primed_hESC_rep4	exonlength
AKT3	455	533	514	677	766	523	633	730	10350
AKTIP	183	166	127	161	158	124	151	201	4395
ALAD	813	654	696	961	262	206	177	163	3171
ALAS1	470	563	414	522	224	216	184	276	4704
ALAS2	0	1	0	2	3	2	0	3	5934
ALB	0	0	0	1	1	3	2	1	2232
ALCAM	9	8	29	24	1059	664	1157	676	14646
ALDH16A1	96	116	122	113	26	45	28	36	6026
ALDH18A1	922	884	837	938	557	526	457	599	6884
ALDH1A1	10	4	0	7	182	49	27	30	2356
ALDH1A2	2	1	1	3	6	3	4	3	13949
ALDH1A3	30	54	54	50	196	82	40	46	3482
ALDH1B1	398	450	349	481	487	458	429	620	3068
ALDH1L1	1	0	3	1	0	1	1	0	3102
ALDH1L2	1681	1605	1057	1713	317	340	479	518	14984
ALDH2	2328	2702	1160	1704	350	247	238	239	3954
ALDH3A1	0	0	1	1	1	0	0	1	5447
ALDH3A2	2213	2581	1950	2581	2072	1500	2369	1862	7504
ALDH3B1	39	50	105	83	38	53	41	60	8348
ALDH3B2	0	0	1	0	0	0	0	4	5124
ALDH4A1	201	188	206	206	31	26	16	44	8950
ALDH5A1	106	159	180	186	111	147	66	118	10280
ALDH6A1	87	78	75	103	146	101	117	176	2168
ALDH7A1	2688	3691	2279	3253	1851	1673	2057	2577	14564
ALDH8A1	10	20	30	16	19	29	13	28	7343
ALDH9A1	483	562	324	497	562	496	550	672	2489
ALDOA	3320	3423	2226	2657	570	592	315	738	8814
ALDOB	0	1	0	0	1	2	0	4	2417
ALDOC	173	160	69	140	102	100	48	126	1642
ALG1	162	237	465	328	201	294	169	323	3921
ALG10	58	77	77	88	102	99	93	98	3124
ALG10B	122	179	131	168	217	223	215	227	10071
ALG11	104	93	82	97	18	22	17	39	3961
ALG12	58	55	107	118	8	21	8	14	2363
ALG13	852	872	729	879	1994	1815	1292	1087	40788
ALG14	42	41	18	29	15	11	11	22	1053
ALG1L	22	32	111	94	21	31	10	22	1718
ALG1L2	4	7	13	14	4	17	8	14	961
ALG2	956	731	732	955	382	382	482	489	5814
ALG3	346	343	502	651	95	100	83	133	6033
ALG5	141	129	71	70	51	51	48	47	2317
ALG6	242	144	187	250	322	277	772	434	3356
ALG8	926	636	816	1031	1361	1344	1779	1371	3384
ALG9	362	296	397	366	240	261	230	274	25082
ALK	0	1	0	2	1	1	2	4	6236
ALKBH1	584	475	370	476	149	171	210	181	2579
ALKBH2	388	456	289	308	56	43	28	66	4913
ALKBH3	176	196	76	119	24	18	43	52	1559
ALKBH4	93	86	84	93	31	59	27	48	2118
ALKBH5	934	1038	543	624	216	180	122	267	3429
ALKBH6	28	36	74	68	14	15	7	18	1901
ALKBH7	106	126	82	88	5	10	2	9	1327
ALKBH8	439	379	268	405	239	230	261	329	4055
ALLC	0	0	3	0	0	1	1	0	1432
ALMS1	2055	2045	2188	2557	4777	4864	8189	6330	12899
ALMS1P	3	1	2	2	6	4	2	2	1585
ALOX12	115	134	224	194	16	18	12	20	2344
ALOX12B	2	0	2	2	4	2	1	5	2487
ALOX12P2	3	5	6	12	40	69	90	175	2754
ALOX15	8	12	21	12	14	8	8	14	2670
ALOX15B	1	0	0	1	5	2	1	0	7797
ALOX15P1	0	0	3	1	1	2	0	1	667
ALOX5	41	45	49	45	12	5	5	11	7375
ALOX5AP	0	1	2	1	0	0	0	0	2122
ALOXE3	1	0	1	3	3	1	2	4	6598
ALPI	9	10	17	18	0	0	0	0	2539
ALPK1	42	51	35	41	37	46	22	42	15930
ALPK2	1	0	10	1	224	109	12	16	7287
ALPK3	16	30	41	31	410	380	219	370	10903
ALPL	342	370	511	584	249	260	368	500	7309
ALPP	441	469	847	680	36	42	24	47	2856
ALPPL2	5769	6346	9051	7975	4	5	3	9	2483
ALS2	679	800	669	800	779	711	739	891	9772
ALS2CL	24	75	60	35	31	21	14	18	18441
ALS2CR11	58	33	42	49	1	7	17	7	12794
ALS2CR12	2	3	13	6	11	9	5	7	3927
ALS2CR8	81	105	189	136	242	261	179	258	11067
ALX1	62	40	46	81	11	6	5	4	1289
ALX3	12	28	31	45	3	4	2	3	1474
ALX4	1	0	3	3	1	4	2	3	5462
ALYREF	748	836	523	725	110	107	114	170	1091
AMACR	3	3	3	4	0	0	1	4	9131
AMBN	0	0	0	0	1	1	0	0	1989
AMBP	0	1	0	0	1	1	0	2	1423
AMBRA1	992	1108	938	1150	276	376	209	379	5004
AMD1	2334	1729	1108	1753	1291	1180	1563	1421	6509
AMDHD1	0	2	3	2	12	6	3	1	2127
AMDHD2	30	44	50	40	3	8	3	12	3641
AMELX	0	0	0	0	0	1	1	0	2355
AMELY	0	0	0	0	0	0	0	0	796
AMFR	418	510	493	513	130	116	52	114	3580
AMH	0	0	2	2	1	0	0	2	2013
AMHR2	3	5	7	3	1	1	3	1	5269
AMICA1	0	0	0	0	2	0	0	4	4133
AMIGO1	9	34	18	30	9	5	12	17	2469
AMIGO2	4	10	6	7	39	19	14	16	6902
AMIGO3	17	28	50	51	12	8	14	17	2971
AMMECR1	427	325	276	468	960	814	495	433	16308
AMMECR1L	605	612	549	604	329	280	317	422	9302
AMN	1	6	5	5	1	0	0	0	1545
AMN1	32	48	45	44	151	113	126	95	4186
AMOT	146	102	124	145	471	169	94	115	13436
AMOTL1	129	185	158	244	945	701	519	659	8986
AMOTL2	158	102	81	90	327	118	170	180	4974
AMPD1	0	0	0	1	0	1	0	0	4769
AMPD2	56	62	118	78	113	114	69	102	10977
AMPD3	34	36	53	65	67	55	38	51	21396
AMPH	13	7	7	3	77	75	91	123	6685
AMT	338	412	425	410	219	195	145	272	10405
AMTN	0	0	0	0	2	0	0	0	987
AMY1A	0	0	0	0	0	0	0	0	10863
AMY1B	0	0	0	0	0	0	0	0	5481
AMY1C	0	0	0	0	0	0	0	0	5547
AMY2A	6	6	2	4	3	2	3	5	1622
AMY2B	18	32	31	13	29	28	27	25	2167
AMZ1	21	39	56	51	22	39	20	27	4408
AMZ2	810	723	533	837	776	651	1048	713	9385
AMZ2P1	94	117	69	102	111	99	188	105	3437
ANAPC1	4564	4516	4440	6082	3052	3058	3896	4186	7688
ANAPC10	146	106	98	143	109	104	146	95	13342
ANAPC11	1217	994	974	1314	93	95	52	109	6250
ANAPC13	279	307	183	284	118	87	118	124	4468
ANAPC16	551	610	869	744	623	701	581	697	19151
ANAPC2	30	25	22	19	5	3	4	7	2687
ANAPC4	535	691	700	697	281	289	354	368	2643
ANAPC5	1600	1935	1598	1401	520	530	401	568	4955
ANAPC7	1028	1329	1022	930	576	753	644	834	5234
ANG	1	0	0	2	12	11	6	7	1960
ANGEL1	311	530	712	501	273	297	211	297	4101
ANGEL2	491	442	480	527	448	472	406	528	4640
ANGPT1	143	127	71	107	106	75	85	80	8655
ANGPT2	48	41	88	55	133	107	49	79	15616
ANGPT4	1	0	0	0	1	0	0	0	1912
ANGPTL1	6	16	25	18	56	71	40	71	3540
ANGPTL2	9	6	13	5	132	135	86	75	3567
ANGPTL3	2	5	5	5	18	9	7	8	2119
ANGPTL4	0	5	3	1	10	10	8	12	3679
ANGPTL5	0	0	1	1	2	1	0	2	2359
ANGPTL6	0	0	0	0	1	0	1	0	1851
ANGPTL7	48	60	92	53	59	94	37	62	2233
ANK1	279	250	308	354	125	115	95	122	50308
ANK2	1063	1022	924	926	1669	1860	1584	1797	30175
ANK3	2499	2217	1765	2369	2084	2153	2469	2332	42995
ANKAR	10	13	10	14	54	56	40	52	4393
ANKDD1A	29	45	63	46	109	136	98	134	3097
ANKFN1	0	3	0	0	9	5	1	1	2409
ANKFY1	1360	1502	1410	1466	1030	1060	1043	1284	9834
ANKH	401	429	517	491	313	309	191	290	8195
ANKHD1	87	88	55	60	80	121	104	96	14537
ANKHD1-EIF4EBP3	2	1	4	4	2	1	2	2	8313
ANKIB1	1668	1651	1295	1820	1724	1496	2430	1812	6061
ANKK1	11	6	22	9	4	7	8	5	2535
ANKLE1	128	205	285	296	134	185	130	261	3208
ANKLE2	1391	1500	1397	1223	491	473	390	591	4445
ANKMY1	18	10	17	10	8	12	4	13	5677
ANKMY2	106	164	120	124	364	220	161	184	2545
ANKRA2	138	217	126	164	130	120	117	102	2189
ANKRD1	8	0	4	4	410	127	49	47	1965
ANKRD10	545	499	383	344	475	569	563	675	2489
ANKRD11	8282	7219	7800	8974	5250	5388	7053	6913	29979
ANKRD12	403	410	566	536	1893	2005	3042	1567	33859
ANKRD13A	866	1055	770	941	291	280	335	274	3893
ANKRD13B	13	25	49	23	22	33	17	50	3158
ANKRD13C	344	300	234	350	272	287	277	242	5654
ANKRD13D	24	47	47	34	8	8	5	10	4332
ANKRD16	55	102	215	138	150	169	101	163	5872
ANKRD17	6722	6381	5714	7733	5687	5113	6897	6594	17930
ANKRD18A	24	42	37	43	664	964	925	693	3722
ANKRD18B	30	56	51	67	1103	1480	1689	1173	3737
ANKRD18DP	1	0	4	3	17	53	42	54	2885
ANKRD19P	196	243	336	235	115	164	141	179	2297
ANKRD2	19	19	5	9	0	0	0	0	2786
ANKRD20A1	0	0	0	0	0	0	0	0	3496
ANKRD20A11P	0	3	3	7	0	0	147	105	1083
ANKRD20A2	0	0	0	0	0	0	0	0	6992
ANKRD20A3	4	5	3	4	9	14	5	7	11847
ANKRD20A4	8	9	25	18	50	24	15	12	3502
ANKRD20A5P	5	5	18	27	1	0	117	101	3691
ANKRD20A8P	6	13	12	15	42	31	44	43	3646
ANKRD20A9P	1124	1291	5719	4866	3004	4175	3210	4347	37566
ANKRD22	7	4	19	10	6	8	9	14	3977
ANKRD23	5	12	35	17	9	10	4	17	2573
ANKRD24	15	17	31	29	37	32	46	84	4004
ANKRD26	302	307	371	419	689	636	846	619	13487
ANKRD26P1	67	57	75	87	1	0	0	4	6106
ANKRD26P3	1	0	0	2	1	0	2	1	3705
ANKRD27	310	359	406	527	472	423	635	594	4424
ANKRD28	1114	1235	947	1223	942	926	1236	1214	18711
ANKRD29	0	0	1	6	24	21	13	22	2263
ANKRD30A	2	1	2	0	0	0	0	0	4369
ANKRD30B	0	0	0	0	0	0	3	2	4581
ANKRD30BL	0	1	0	1	0	3	2	1	3140
ANKRD30BP2	56	81	131	98	66	76	31	103	3406
ANKRD31	1	1	5	1	22	9	35	13	6011
ANKRD32	216	221	185	290	342	280	337	322	3792
ANKRD33	1	1	4	1	9	3	6	2	3721
ANKRD33B	102	72	110	89	228	138	257	217	9329
ANKRD34A	25	58	67	102	7	7	5	3	3608
ANKRD34B	0	0	6	0	40	35	43	38	3930
ANKRD34C	0	0	0	0	1	0	0	0	5422
ANKRD35	0	2	1	0	5	16	8	18	3349
ANKRD36	127	156	265	196	766	628	812	859	6192
ANKRD36B	101	204	398	289	824	759	907	958	5942
ANKRD36BP1	272	235	234	270	123	135	98	100	1849
ANKRD36BP2	1	0	2	6	11	14	13	13	1713
ANKRD37	6	4	10	3	8	5	3	5	929
ANKRD39	59	117	98	100	30	19	14	27	894
ANKRD40	2095	1978	1686	2331	1171	1122	1262	1369	4164
ANKRD42	66	68	58	46	25	29	16	33	2552
ANKRD44	2	5	1	12	30	31	14	19	7704
ANKRD45	150	102	146	127	44	62	51	71	2665
ANKRD46	131	137	112	198	209	188	212	223	2773
ANKRD49	161	139	96	133	110	97	84	101	1902
ANKRD5	145	149	97	175	262	218	344	343	7561
ANKRD50	1197	1196	1033	1339	2022	1614	2452	2344	16307
ANKRD52	183	376	724	606	263	311	229	455	8628
ANKRD53	3	6	5	3	2	4	1	2	4100
ANKRD54	132	204	122	124	25	21	16	20	4177
ANKRD55	278	357	277	384	13	13	1	1	2488
ANKRD6	23	12	14	11	141	88	53	72	26568
ANKRD62P1-PARP4P3	20	22	37	22	28	38	21	32	1529
ANKRD63	0	0	0	0	0	0	0	0	1142
ANKRD65	19	29	59	65	17	34	15	33	5465
ANKRD7	0	0	0	1	1	0	9	8	1350
ANKRD9	17	46	47	25	9	11	4	9	1622
ANKS1A	674	739	704	889	639	627	747	677	6327
ANKS1B	2	2	4	4	127	115	90	86	38335
ANKS3	77	97	110	83	49	31	31	49	7553
ANKS4B	62	75	153	98	69	83	54	92	2904
ANKS6	162	242	201	189	278	268	182	383	7132
ANKUB1	0	0	0	0	0	0	0	0	2467
ANKZF1	313	537	637	529	102	118	74	152	5057
ANLN	3164	3019	2385	3208	2776	1965	4193	2584	4746
ANO1	10	14	19	14	8	15	7	21	8352
ANO10	210	247	258	295	218	203	164	212	12511
ANO2	203	215	132	165	37	45	40	56	3691
ANO3	1	2	4	1	13	7	4	5	5909
ANO4	6	7	8	9	68	43	40	42	4093
ANO5	42	77	49	52	182	164	227	201	13275
ANO6	1378	1510	1311	1483	1943	1551	1993	1735	25171
ANO7	18	19	50	40	16	13	7	13	4990
ANO8	40	55	118	74	52	73	83	68	4134
ANO9	10	6	15	12	12	8	7	17	2852
ANP32A	1632	1837	1571	2835	2669	2148	3274	3444	2459
ANP32A-IT1	51	75	190	135	91	142	69	126	3280
ANP32AP1	56	49	52	117	50	45	86	82	737
ANP32B	3742	5145	2633	2919	1520	1007	1302	1689	1609
ANP32C	7	12	21	10	9	10	6	17	704
ANP32D	1	2	0	0	1	0	0	0	395
ANP32E	3398	4889	3097	5369	1620	1465	2066	2519	9892
ANPEP	72	74	33	75	43	12	16	14	3629
ANTXR1	33	41	51	62	1451	1261	1694	1520	9829
ANTXR2	533	446	367	450	278	193	157	152	10313
ANTXRL	0	0	0	0	0	0	0	0	2109
ANXA1	426	367	206	236	690	354	665	577	1386
ANXA10	0	0	0	0	1	1	0	1	1435
ANXA11	749	865	473	651	295	262	181	284	7701
ANXA13	0	0	0	0	0	0	0	0	3040
ANXA2	15379	13921	9308	14977	2257	1161	1289	1672	6420
ANXA2P1	68	57	39	50	8	12	5	17	1342
ANXA2P2	2301	2078	1538	2430	307	201	178	228	1309
ANXA2P3	146	143	66	89	18	16	8	15	1349
ANXA3	773	478	355	525	239	113	185	139	1605
ANXA4	1179	1323	538	838	214	161	329	230	2129
ANXA5	2398	2217	1694	2832	2105	1358	1413	1601	1586
ANXA6	387	413	386	534	294	224	124	253	5810
ANXA7	2445	2227	1273	2045	908	658	746	911	4315
ANXA8	0	0	0	0	0	0	0	0	4058
ANXA8L1	0	0	0	0	0	0	0	0	3884
ANXA8L2	4	1	0	1	0	0	2	0	2017
ANXA9	1	2	0	2	7	6	16	25	1810
AOAH	0	0	0	1	2	4	4	3	7274
AOC2	96	115	148	101	39	52	59	72	5241
AOC3	56	57	79	55	20	19	4	21	4021
AOC4	6	8	21	10	2	12	2	10	2072
AOX1	8	5	2	17	110	63	47	79	4898
AOX2P	4	3	9	6	10	6	2	6	3702
AP1AR	268	394	193	299	192	157	236	205	5698
AP1B1	973	1124	754	933	210	201	167	230	12349
AP1B1P1	0	0	0	0	0	0	0	0	823
AP1G1	2833	2614	1862	2783	1864	1661	2032	2137	13640
AP1G2	428	738	1008	629	248	278	151	315	2854
AP1M1	52	62	49	54	20	12	12	26	4721
AP1M2	593	567	351	561	88	102	68	120	1739
AP1S1	123	136	69	135	8	7	7	3	1292
AP1S2	13	15	18	19	310	253	191	130	2278
AP1S3	146	200	518	351	286	402	238	366	3997
AP2A1	317	388	484	570	72	86	56	104	6885
AP2A2	276	347	397	453	168	131	122	195	9265
AP2B1	14955	15492	10199	14781	4447	3629	3999	4580	11441
AP2M1	2674	3120	2373	2872	682	531	323	634	3851
AP2S1	262	219	140	164	20	29	18	30	1657
AP3B1	2595	2852	1988	2630	1187	1006	1321	1195	3959
AP3B2	14	14	27	25	53	36	32	59	3679
AP3D1	711	834	853	960	1270	1120	1166	1457	9543
AP3M1	1098	1048	1247	1607	1698	1502	1965	1883	10361
AP3M2	318	495	443	387	163	168	142	203	7262
AP3S1	381	328	256	402	621	544	827	400	1283
AP3S2	5	8	4	14	8	12	8	13	17898
AP4B1	241	299	235	217	86	105	76	124	8142
AP4E1	1155	1133	1053	1205	681	703	675	773	13499
AP4M1	40	49	39	32	15	14	7	8	1853
AP4S1	220	274	524	412	287	350	251	379	18330
AP5B1	64	88	187	118	48	76	24	57	4444
APAF1	562	672	617	854	643	405	487	610	32872
APBA1	10	18	19	21	12	9	8	17	6571
APBA2	158	220	93	117	41	46	34	52	7211
APBA3	16	15	18	15	10	9	4	10	2147
APBB1	28	31	25	39	27	33	26	31	5233
APBB1IP	3	3	3	0	19	25	13	22	2622
APBB2	311	297	351	482	1188	1011	1360	1430	54723
APBB3	29	51	65	43	12	25	5	20	8530
APC	951	910	783	994	2648	2501	4679	2592	32325
APC2	3	5	9	5	1	3	2	4	10136
APCDD1	6	2	12	9	20	24	19	30	2557
APCDD1L	0	0	1	3	5	7	6	8	3108
APCS	0	0	0	1	0	0	0	0	929
APEH	509	632	651	596	183	147	114	238	2736
APEX1	6923	6463	5293	8187	2490	2283	3229	3453	6065
APEX2	359	349	436	525	77	62	30	89	1971
APH1A	100	128	110	155	47	43	20	73	14311
APH1B	6	2	3	6	105	74	139	148	8252
API5	2271	2334	1772	2595	1542	1251	1666	1785	18139
APIP	226	265	118	186	111	96	155	121	1251
APITD1	129	131	43	42	29	31	43	33	2664
APITD1-CORT	0	0	0	0	0	0	0	0	5287
APLF	12	6	20	14	108	101	121	85	3839
APLN	0	0	0	0	2	2	0	2	3221
APLNR	19	53	36	23	38	18	4	8	5816
APLP1	102	136	133	139	40	24	14	27	4863
APLP2	12537	12952	13422	13102	6730	4634	2846	4644	24489
APOA1	0	2	0	0	63	42	2	4	893
APOA1BP	99	112	78	108	81	81	73	98	1115
APOA2	2	3	1	8	232	76	3	12	469
APOA4	0	0	0	0	2	2	0	1	1457
APOA5	0	0	2	0	0	0	0	0	3832
APOB	3	4	3	6	2081	610	311	161	14092
APOBEC1	1	0	1	1	0	0	0	0	887
APOBEC2	10	17	23	17	22	25	19	29	1631
APOBEC3A	68	97	260	182	110	136	74	153	2537
APOBEC3B	29	26	28	31	31	19	11	23	1528
APOBEC3C	240	253	253	363	92	80	49	79	1105
APOBEC3D	283	387	546	501	152	199	85	150	2496
APOBEC3F	638	834	693	771	205	191	118	222	5485
APOBEC3G	292	242	106	181	27	25	23	34	1826
APOBEC3H	8	12	6	3	4	5	7	9	3857
APOBEC4	6	10	1	3	11	6	2	6	2776
APOBR	30	49	48	48	0	3	1	2	3788
APOC1	1092	830	647	541	67	42	19	24	457
APOC1P1	96	109	106	85	26	34	17	38	2314
APOC2	0	0	0	0	0	0	0	0	725
APOC3	0	0	0	0	0	0	0	0	529
APOC4	0	0	0	0	0	0	0	0	612
APOC4-APOC2	0	0	0	0	0	0	0	0	1823
APOD	5	9	15	16	1	0	0	1	1125
APOE	721	836	717	738	77	49	27	104	1176
APOF	5	3	8	5	2	4	1	5	1687
APOH	0	0	0	0	0	0	0	0	1193
APOL1	136	150	436	269	182	255	120	293	11567
APOL2	67	74	164	106	109	112	75	146	5220
APOL3	0	0	0	1	2	1	0	1	16307
APOL4	203	275	655	498	549	858	461	762	6630
APOL5	0	0	0	0	2	0	1	0	1432
APOL6	78	99	268	152	177	243	121	205	10136
APOLD1	45	63	161	107	87	86	47	104	9378
APOM	3	2	9	3	8	6	11	10	15274
APOO	457	356	339	456	552	418	428	291	2084
APOOL	949	819	893	1176	557	457	560	469	6458
APOPT1	194	209	220	225	91	110	83	122	1230
APP	4089	4792	5548	5671	8933	6737	7952	9624	34465
APPBP2	147	117	113	149	300	210	227	304	6455
APPL1	1373	1687	1355	1802	1054	939	981	1117	6038
APPL2	295	321	281	292	473	430	565	494	9688
APRT	336	354	253	293	26	33	18	37	1470
APTX	579	579	451	542	259	216	190	296	23900
AQP1	2	2	19	0	17	3	0	2	10373
AQP10	0	0	0	0	0	0	0	0	1785
AQP11	61	61	75	66	104	137	113	92	2150
AQP12A	0	0	0	0	0	0	0	0	1080
AQP12B	0	0	0	0	0	0	0	0	1111
AQP2	0	0	0	0	0	0	4	1	4175
AQP3	321	291	183	276	10	4	2	6	1865
AQP4	0	1	1	1	78	54	63	47	10315
AQP5	4	5	7	12	1	0	1	1	1817
AQP6	73	82	197	149	91	124	67	121	2650
AQP7	0	4	3	4	0	0	0	1	1248
AQP7P1	4	6	8	7	6	4	4	5	3176
AQP7P3	1	0	3	2	2	2	8	4	525
AQP8	0	0	0	0	0	0	0	0	1302
AQP9	0	0	0	0	0	0	0	0	3015
AQPEP	426	516	493	413	5	6	8	8	4601
AQR	3090	3261	2334	3326	2100	1981	2556	2526	5045
AR	17	34	17	19	461	500	853	646	18747
ARAF	465	563	653	658	103	100	55	109	6355
ARAP1	229	261	369	310	27	30	15	36	14718
ARAP2	0	0	0	0	25	26	18	38	7329
ARAP3	34	81	74	77	125	156	122	201	5229
ARC	4	0	1	3	3	2	3	4	2940
ARCN1	6811	6039	4280	6517	6960	5225	7940	5917	7747
AREG	0	0	0	0	1	0	2	1	2464
ARF1	4495	4279	3858	6153	827	652	425	725	7833
ARF3	4372	4330	2992	5190	1145	956	886	1683	3532
ARF4	830	747	404	675	649	548	557	429	1734
ARF5	54	68	46	53	7	7	10	6	1090
ARF6	1145	1105	880	1343	644	539	546	580	3937
ARFGAP1	313	456	463	365	62	45	15	72	6497
ARFGAP2	267	301	251	302	28	37	25	41	5929
ARFGAP3	254	316	242	339	149	123	98	119	5503
ARFGEF1	6680	6820	4953	6729	3357	2956	4526	3796	7186
ARFGEF2	2438	2511	2226	3124	1556	1229	1400	1620	8965
ARFIP1	536	575	423	643	261	221	263	256	8918
ARFIP2	262	382	520	400	114	133	68	147	14617
ARFRP1	121	171	135	107	8	8	2	12	5144
ARG1	11	10	8	5	11	16	14	21	2952
ARG2	347	424	309	399	275	239	282	385	1972
ARGFX	160	227	434	316	140	186	124	232	5060
ARGFXP2	8	8	15	6	7	10	7	12	1203
ARGLU1	435	554	586	423	588	587	368	643	1747
ARHGAP1	1473	1729	1501	1928	372	416	292	415	3331
ARHGAP10	232	263	191	266	147	126	113	129	3033
ARHGAP11A	2845	2848	2650	3680	1954	1706	2467	2571	8064
ARHGAP11B	634	677	639	855	381	343	327	657	1010
ARHGAP12	985	966	680	811	994	758	807	1001	4152
ARHGAP15	0	0	0	0	0	2	0	0	1745
ARHGAP17	448	535	551	674	399	438	334	445	6683
ARHGAP18	392	372	379	461	149	87	98	93	3484
ARHGAP19	815	1045	587	849	322	292	226	523	16301
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	1901
ARHGAP20	1	3	2	1	6	3	7	10	6173
ARHGAP21	6728	5777	4801	5751	3095	2884	3124	2551	7141
ARHGAP22	10	6	6	12	16	26	14	20	16338
ARHGAP23	169	131	193	241	84	88	115	174	5882
ARHGAP24	9	18	17	13	171	100	25	25	13388
ARHGAP25	4	8	6	15	34	21	16	22	11680
ARHGAP26	313	370	552	444	1100	1011	1046	1063	17871
ARHGAP27	23	23	40	37	14	14	6	21	10012
ARHGAP28	46	41	39	33	920	511	440	370	5514
ARHGAP29	174	195	117	169	500	268	276	189	9094
ARHGAP30	15	16	30	19	14	33	18	18	8192
ARHGAP31	462	491	398	526	79	71	42	61	8067
ARHGAP32	655	762	841	907	914	813	1082	993	19519
ARHGAP33	35	59	108	63	33	23	12	22	8095
ARHGAP35	725	1052	1254	1594	2952	2566	3523	3906	8882
ARHGAP36	0	0	0	0	2	0	1	2	3075
ARHGAP39	49	40	63	105	35	29	14	30	5130
ARHGAP4	5	10	10	5	13	7	7	19	6579
ARHGAP40	0	0	0	1	32	24	11	24	2823
ARHGAP42	2232	2048	1477	2209	1128	763	920	746	4728
ARHGAP44	204	232	212	277	181	170	150	200	4235
ARHGAP5	2012	1847	1836	2338	2764	2672	3041	1936	19191
ARHGAP5-AS1	3	6	6	8	27	23	14	13	1280
ARHGAP6	2	4	9	5	17	18	7	10	12660
ARHGAP8	4	4	4	3	1	1	3	1	4849
ARHGAP9	8	14	31	27	11	16	6	18	7219
ARHGDIA	364	356	451	644	72	46	58	120	5738
ARHGDIB	209	203	81	101	13	17	8	11	1210
ARHGDIG	2	2	2	3	0	0	0	0	936
ARHGEF1	136	201	308	239	29	26	20	49	9479
ARHGEF10	1294	1264	1303	1514	1779	1958	1771	2486	5562
ARHGEF10L	14	20	17	19	76	90	64	70	8699
ARHGEF11	1652	1850	1924	2178	686	583	509	767	13577
ARHGEF12	3292	3699	2394	3476	2059	1771	2797	2481	19520
ARHGEF15	38	62	66	48	10	7	4	13	8312
ARHGEF16	159	218	167	165	15	34	12	33	2889
ARHGEF17	37	82	87	56	93	83	71	86	7792
ARHGEF18	636	809	653	606	141	111	88	132	10920
ARHGEF19	16	20	34	22	63	108	66	139	3013
ARHGEF2	478	530	419	476	353	315	249	327	12402
ARHGEF25	48	99	108	94	10	9	7	7	7339
ARHGEF26	263	324	331	338	289	263	330	345	15506
ARHGEF26-AS1	159	153	494	347	731	1111	571	809	2594
ARHGEF3	104	120	92	163	218	142	157	162	11263
ARHGEF33	9	8	6	6	10	8	13	13	4288
ARHGEF35	188	213	157	281	178	154	272	232	2472
ARHGEF37	0	0	1	5	3	2	3	5	4852
ARHGEF38	20	21	32	16	9	10	8	5	6875
ARHGEF4	14	23	26	23	26	32	15	33	7896
ARHGEF40	7	15	26	9	177	175	133	230	5434
ARHGEF5	249	352	319	305	140	192	384	575	5473
ARHGEF6	11	21	30	20	261	257	295	347	5247
ARHGEF7	821	763	761	818	552	543	519	695	26270
ARHGEF9	143	168	150	162	770	783	1320	1244	15534
ARID1A	2660	2506	2614	3060	2735	2754	2801	2846	16479
ARID1B	905	966	806	1004	917	867	882	1143	19198
ARID2	1633	1953	1704	2063	3939	3856	5696	4424	8445
ARID3A	241	294	326	344	170	138	129	173	2801
ARID3B	1405	1446	1586	2197	1185	1109	1055	1538	4232
ARID3C	0	1	0	0	0	1	0	1	1232
ARID4A	268	350	295	330	391	402	796	420	16876
ARID4B	781	921	854	1017	1161	1117	1492	1303	17751
ARID5A	20	11	12	11	1	6	0	3	2199
ARID5B	70	39	80	91	98	43	60	92	14949
ARIH1	1546	1516	1096	1522	1559	1351	2324	1671	5237
ARIH2	2059	2187	1608	1977	513	529	482	741	4046
ARL1	908	960	498	630	512	370	343	413	3204
ARL10	12	23	56	41	12	22	17	41	2401
ARL11	76	89	171	118	58	92	48	77	3758
ARL13A	2	1	3	7	10	11	2	8	3952
ARL13B	251	267	184	289	320	232	471	317	19095
ARL14	1	0	0	0	2	0	0	3	1287
ARL15	94	97	79	105	170	128	207	184	2481
ARL16	246	259	252	196	105	126	76	139	1202
ARL17A	311	457	756	609	372	493	378	558	29776
ARL17B	0	0	0	0	0	0	0	0	2452
ARL2	223	252	147	189	34	46	13	36	1870
ARL2-SNX15	0	0	0	0	0	0	0	0	2452
ARL2BP	334	326	211	349	295	216	251	205	2094
ARL3	287	292	118	148	220	206	218	248	3868
ARL4A	57	60	37	42	137	165	197	167	12378
ARL4C	27	39	49	33	153	70	113	117	4007
ARL4D	24	44	35	38	19	15	3	13	1583
ARL5A	351	308	197	297	814	703	739	515	8975
ARL5B	373	322	234	335	1092	812	1067	762	3583
ARL5C	1	1	1	4	0	0	0	0	935
ARL6	11	10	16	12	38	56	61	48	2730
ARL6IP1	3871	3207	2851	3907	1482	1057	1204	1350	2258
ARL6IP4	398	487	355	522	54	41	41	66	5420
ARL6IP5	56	66	68	66	248	182	208	212	2125
ARL6IP6	386	330	231	378	437	348	379	315	4615
ARL8A	77	92	80	140	25	26	24	24	3509
ARL8B	1175	901	645	969	366	363	468	343	2978
ARL9	1	3	4	4	3	6	5	3	832
ARMC1	1347	1355	997	1291	526	511	688	561	3035
ARMC10	423	448	402	447	552	447	632	518	14676
